what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1507617491083
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1507617491083
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1507617491084
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1507617491085
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1507617491085
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1507617491086
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1507617491087
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1507617491088
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1507617491088
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1507617491089
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1507617491090
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1507617491090
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1507617491092
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1507617491092
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1507617491093
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1507617491094
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1507617491095
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1507617491096
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1507617491097
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1507617491098
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1507617491098
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1507617491098
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1507617491099
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1507617491100
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1507617491101
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1507617491101
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1507617491102
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1507617491103
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1507617491103
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1507617491104
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1507617491105
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1507617491106
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1507617491107
started,bundle,org.testng.eclipse,6.11.0.201703011520,"org.testng.eclipse",1507617491108
os,sysinfo,,,"win32",1507617491111
arch,sysinfo,,,"x86_64",1507617491111
ws,sysinfo,,,"win32",1507617491111
locale,sysinfo,,,"en_US",1507617491111
processors,sysinfo,,,"4",1507617491111
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1507617491111
java.runtime.version,sysinfo,,,"1.7.0_79-b15",1507617491111
java.specification.name,sysinfo,,,"Java Platform API Specification",1507617491111
java.specification.vendor,sysinfo,,,"Oracle Corporation",1507617491111
java.specification.version,sysinfo,,,"1.7",1507617491111
java.vendor,sysinfo,,,"Oracle Corporation",1507617491111
java.version,sysinfo,,,"1.7.0_79",1507617491111
java.vm.info,sysinfo,,,"mixed mode",1507617491111
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1507617491111
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1507617491111
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1507617491111
java.vm.specification.version,sysinfo,,,"1.7",1507617491111
java.vm.vendor,sysinfo,,,"Oracle Corporation",1507617491111
java.vm.version,sysinfo,,,"24.79-b02",1507617491111
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1507617491905
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1507617514194
