what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1487679626042
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1487679626043
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1487679626043
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1487679626044
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1487679626045
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1487679626045
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1487679626046
os,sysinfo,,,"win32",1487679626049
arch,sysinfo,,,"x86_64",1487679626049
ws,sysinfo,,,"win32",1487679626049
locale,sysinfo,,,"en_US",1487679626049
processors,sysinfo,,,"4",1487679626049
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1487679626049
java.runtime.version,sysinfo,,,"1.7.0_79-b15",1487679626049
java.specification.name,sysinfo,,,"Java Platform API Specification",1487679626049
java.specification.vendor,sysinfo,,,"Oracle Corporation",1487679626049
java.specification.version,sysinfo,,,"1.7",1487679626049
java.vendor,sysinfo,,,"Oracle Corporation",1487679626049
java.version,sysinfo,,,"1.7.0_79",1487679626049
java.vm.info,sysinfo,,,"mixed mode",1487679626049
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1487679626049
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1487679626049
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1487679626049
java.vm.specification.version,sysinfo,,,"1.7",1487679626049
java.vm.vendor,sysinfo,,,"Oracle Corporation",1487679626049
java.vm.version,sysinfo,,,"24.79-b02",1487679626049
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1487679629049
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1487679629131
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1487679629166
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1487679629361
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1487679630500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487679675816
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487679704403
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1487679704412
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1487679704412
started,bundle,org.eclipse.epp.mpc.core,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.core",1487679723851
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.v20111128-0624,"org.eclipse.equinox.p2.transport.ecf",1487679723877
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20110531-2218,"org.eclipse.ecf.filetransfer",1487679723905
started,bundle,org.eclipse.ecf.identity,3.1.100.v20110531-2218,"org.eclipse.ecf.identity",1487679723933
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1487679723992
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1487679724072
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer",1487679724095
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487679724665
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487679725180
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487679726745
started,bundle,org.eclipse.equinox.p2.ui,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.ui",1487679726875
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1487679726905
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487679792281
executed,command,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui.command.showMarketplaceWizard",1487679792289
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1487679809567
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1487679809600
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1487679809677
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1487679809679
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1487679809996
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487679813973
started,bundle,org.testng.eclipse,6.9.12.201607091356,"org.testng.eclipse",1487679870613
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487679886358
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1487679886415
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487679953322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487679972004
executed,command,org.testng.eclipse,6.9.12.201607091356,"org.testng.eclipse.createClassAction",1487679972016
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487679983785
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487679991191
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487679991664
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487679991700
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487680004860
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487680004900
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1487680004993
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1487680016403
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487680018624
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1487680020887
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1487680021841
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1487680021845
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1487680021858
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487680072707
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1487680088318
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487680092463
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1487680095292
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487680116322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487680116473
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487680124165
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487680124191
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487680129060
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487680129200
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487680139050
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487680139188
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1487680163326
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1487680194704
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1487680194821
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1487680195689
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1487680195978
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487680243237
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487680243378
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1487680270395
executed,command,org.testng.eclipse,6.9.12.201607091356,"org.testng.eclipse.shortcut.run",1487680334120
opened,view,org.testng.eclipse,6.9.12.201607091356,"org.testng.eclipse.ResultView",1487680336377
activated,view,org.testng.eclipse,6.9.12.201607091356,"org.testng.eclipse.ResultView",1487680336413
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487680336443
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1487680358789
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487680371667
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1487680484014
executed,command,org.testng.eclipse,6.9.12.201607091356,"org.testng.eclipse.shortcut.run",1487680489465
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487680505569
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487680505595
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487680505893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487680546923
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1487680567354
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1487680583078
